payment_id,order_id,customer_id,payment_timestamp,payment_method,card_last4,transaction_amount,currency,payment_status
PAY000012448,ORD000069515,CUST0006175,2026-04-12T14:15:01,BANK_TRANSFER,3024,1873.6,USD,SUCCESS
PAY000012449,ORD000055964,CUST0005243,2026-02-12T15:17:57,CARD,0429,569.41,GBP,SUCCESS
PAY000012450,ORD000010747,CUST0007313,2026-04-01T20:50:07,UPI,8818,4755.19,INR,FAILED
PAY000012451,ORD000026286,CUST0004388,2026-04-14T01:10:44,BANK_TRANSFER,7757,4841.33,USD,SUCCESS
PAY000012452,ORD000015381,CUST0000017,2026-01-15T07:10:14,WALLET,7801,2399.75,INR,SUCCESS
PAY000012453,ORD000044965,CUST0003792,2026-07-07T07:15:30,UPI,9627,854.48,GBP,SUCCESS
PAY000012454,ORD000008052,CUST0003667,2026-04-30T13:30:03,CARD,8510,200.15,USD,SUCCESS
PAY000012455,ORD000008667,CUST0008628,2026-01-05T00:40:47,BANK_TRANSFER,7671,1340.14,USD,SUCCESS
PAY000012456,ORD000040264,CUST0009253,2026-02-05T19:34:01,BANK_TRANSFER,9895,4594.83,USD,SUCCESS
PAY000012457,ORD000094585,CUST0001328,2026-03-16T08:52:57,CARD,3555,1336.37,GBP,SUCCESS
PAY000012458,ORD000003844,CUST0001752,2026-07-24T16:49:33,UPI,3402,3091.83,INR,SUCCESS
PAY000012459,ORD000030960,CUST0008521,2026-03-31T21:18:44,CARD,9863,2594.18,GBP,SUCCESS
PAY000012460,ORD000071598,CUST0000567,2026-05-04T10:38:32,BANK_TRANSFER,4099,2690.79,USD,SUCCESS
PAY000012461,ORD000033091,CUST0002072,2026-06-06T03:39:52,WALLET,0574,2184.26,GBP,SUCCESS
PAY000012462,ORD000025297,CUST0007084,2026-01-22T21:10:52,UPI,9151,1776.14,INR,SUCCESS
PAY000012463,ORD000069000,CUST0006169,2026-03-19T12:08:44,CARD,8180,4165.32,INR,SUCCESS
PAY000012464,ORD000051668,CUST0009004,2026-02-01T22:43:49,CARD,8670,3701.73,USD,SUCCESS
PAY000012465,ORD000033970,CUST0001170,2026-04-29T02:49:56,CARD,8058,934.18,INR,SUCCESS
PAY000012466,ORD000049695,CUST0009107,2026-07-18T21:23:04,UPI,4308,2375.61,INR,SUCCESS
PAY000012467,ORD000076894,CUST0001988,2026-05-05T07:35:14,CARD,7961,1459.96,GBP,SUCCESS
PAY000012468,ORD000016917,CUST0008602,2026-03-27T01:48:54,BANK_TRANSFER,5962,3178.33,INR,SUCCESS
PAY000012469,ORD000089574,CUST0001005,2026-04-24T04:50:43,WALLET,9921,2196.02,INR,SUCCESS
PAY000012470,ORD000098804,CUST0002222,2026-01-14T04:30:00,CARD,4167,3373.14,GBP,SUCCESS
PAY000012471,ORD000055820,CUST0007982,2026-07-30T13:52:57,WALLET,8623,3784.7,INR,REFUNDED
PAY000012472,ORD000073036,CUST0007690,2026-02-14T16:25:55,UPI,0471,211.88,INR,SUCCESS
PAY000012473,ORD000099662,CUST0006674,2026-05-31T13:33:16,CARD,1803,1768.15,INR,FAILED
PAY000012474,ORD000083728,CUST0000586,2026-02-18T07:03:45,UPI,5818,1102.55,INR,SUCCESS
PAY000012475,ORD000094472,CUST0008973,2026-06-05T11:04:45,WALLET,9450,1650.67,USD,SUCCESS
PAY000012476,ORD000007669,CUST0005613,2026-03-30T05:12:19,WALLET,7859,3797.86,INR,SUCCESS
PAY000012477,ORD000062189,CUST0000035,2026-06-13T00:58:42,CARD,8002,1422.54,GBP,SUCCESS
PAY000012478,ORD000056594,CUST0004540,2026-03-30T18:46:39,UPI,0385,1349.23,INR,SUCCESS
PAY000012479,ORD000093818,CUST0009297,2026-02-18T14:04:32,BANK_TRANSFER,9136,2684.16,USD,SUCCESS
PAY000012480,ORD000071797,CUST0001747,2026-07-08T16:37:14,WALLET,2694,4766.72,USD,SUCCESS
PAY000012481,ORD000021907,CUST0003100,2026-02-25T23:27:56,WALLET,5239,4364.32,USD,SUCCESS
PAY000012482,ORD000063212,CUST0009781,2026-01-07T09:05:23,CARD,1546,139.87,INR,SUCCESS
PAY000012483,ORD000036617,CUST0007264,2026-07-17T04:27:22,BANK_TRANSFER,7652,2359.22,GBP,SUCCESS
PAY000012484,ORD000055214,CUST0003385,2026-04-14T22:29:09,CARD,4981,3241.78,USD,SUCCESS
PAY000012485,ORD000033721,CUST0005784,2026-06-11T17:48:33,BANK_TRANSFER,1001,30.76,INR,REFUNDED
PAY000012486,ORD000090690,CUST0009767,2026-05-10T15:51:51,BANK_TRANSFER,6018,4036.27,GBP,SUCCESS
PAY000012487,ORD000008310,CUST0004423,2026-02-18T02:50:05,UPI,7053,763.23,USD,SUCCESS
PAY000012488,ORD000002573,CUST0000956,2026-01-22T08:05:59,UPI,8167,1215.07,GBP,SUCCESS
PAY000012489,ORD000041098,CUST0006399,2026-04-22T08:42:44,CARD,0210,1123.04,GBP,SUCCESS
PAY000012490,ORD000050739,CUST0006428,2026-04-27T23:10:48,WALLET,6942,3279.73,USD,FAILED
PAY000012491,ORD000012824,CUST0009657,2026-06-14T00:11:08,BANK_TRANSFER,3130,1493.98,GBP,SUCCESS
PAY000012492,ORD000004807,CUST0005192,2026-02-01T21:16:34,BANK_TRANSFER,7044,2498.21,INR,SUCCESS
PAY000012493,ORD000040944,CUST0004879,2026-07-13T15:59:36,WALLET,5258,3517.41,USD,SUCCESS
PAY000012494,ORD000000180,CUST0003196,2026-06-06T06:53:57,BANK_TRANSFER,7312,232.55,INR,SUCCESS
PAY000012495,ORD000002906,CUST0008617,2026-05-21T07:33:48,WALLET,9431,4828.39,INR,REFUNDED
PAY000012496,ORD000047963,CUST0001527,2026-02-20T13:20:47,UPI,9821,3380.37,USD,FAILED
PAY000012497,ORD000091489,CUST0005411,2026-04-25T06:21:56,CARD,9079,4295.37,GBP,SUCCESS
PAY000012498,ORD000087085,CUST0003119,2026-05-29T14:26:10,CARD,6189,1997.18,USD,REFUNDED
PAY000012499,ORD000076785,CUST0005496,2026-07-23T17:17:41,BANK_TRANSFER,8032,1082.38,GBP,SUCCESS
PAY000012500,ORD000094220,CUST0003345,2026-03-11T11:12:06,BANK_TRANSFER,7229,4029.08,INR,SUCCESS
PAY000012501,ORD000038657,CUST0008805,2026-06-21T03:13:49,CARD,1189,1869.59,USD,SUCCESS
PAY000012502,ORD000097086,CUST0002229,2026-03-06T20:27:59,WALLET,6644,3791.09,GBP,SUCCESS
PAY000012503,ORD000060863,CUST0003616,2026-03-02T12:23:09,BANK_TRANSFER,2513,1780.26,USD,SUCCESS
PAY000012504,ORD000007497,CUST0002282,2026-01-24T23:18:59,UPI,9245,2289.59,GBP,SUCCESS
PAY000012505,ORD000058049,CUST0004043,2026-01-15T23:53:36,WALLET,8550,1322.13,INR,SUCCESS
PAY000012506,ORD000028734,CUST0000159,2026-01-11T21:30:55,BANK_TRANSFER,5544,707.67,INR,SUCCESS
PAY000012507,ORD000007062,CUST0006498,2026-03-28T09:32:17,WALLET,6620,3267.23,GBP,SUCCESS
PAY000012508,ORD000003800,CUST0008843,2026-04-27T03:19:27,WALLET,3990,3224.0,INR,SUCCESS
PAY000012509,ORD000033352,CUST0004608,2026-07-21T06:17:36,WALLET,8588,4035.6,USD,SUCCESS
PAY000012510,ORD000023225,CUST0003215,2026-04-21T08:31:53,WALLET,0228,753.66,GBP,SUCCESS
PAY000012511,ORD000034210,CUST0000352,2026-07-18T02:30:35,WALLET,1377,3610.88,GBP,FAILED
PAY000012512,ORD000049332,CUST0006001,2026-06-13T10:38:48,UPI,2798,3352.14,USD,SUCCESS
PAY000012513,ORD000022440,CUST0004515,2026-01-24T02:02:28,UPI,3074,1467.1,USD,SUCCESS
PAY000012514,ORD000076419,CUST0004130,2026-04-11T05:14:30,CARD,6998,389.75,GBP,SUCCESS
PAY000012515,ORD000056197,CUST0006509,2026-04-11T05:26:44,CARD,0445,2921.5,USD,SUCCESS
PAY000012516,ORD000058965,CUST0003138,2026-01-01T12:29:21,UPI,0711,4405.86,INR,FAILED
PAY000012517,ORD000069200,CUST0007890,2026-03-17T03:05:36,UPI,9510,2393.37,INR,SUCCESS
PAY000012518,ORD000022645,CUST0003138,2026-07-14T14:19:44,CARD,6708,499.37,GBP,FAILED
PAY000012519,ORD000027485,CUST0000718,2026-01-01T15:56:13,BANK_TRANSFER,2113,736.03,USD,SUCCESS
PAY000012520,ORD000017911,CUST0009380,2026-03-10T02:46:55,UPI,6785,1743.43,USD,SUCCESS
PAY000012521,ORD000094603,CUST0000817,2026-05-10T21:40:39,WALLET,9819,4612.2,INR,SUCCESS
PAY000012522,ORD000080293,CUST0008360,2026-02-04T19:27:12,BANK_TRANSFER,0774,865.36,INR,SUCCESS
PAY000012523,ORD000005902,CUST0007007,2026-07-23T15:49:49,CARD,7530,2710.18,INR,SUCCESS
PAY000012524,ORD000061560,CUST0007025,2026-06-13T14:12:37,UPI,1125,4916.67,INR,SUCCESS
PAY000012525,ORD000034753,CUST0005990,2026-07-07T12:40:40,UPI,3517,1423.36,GBP,FAILED
PAY000012526,ORD000033106,CUST0008014,2026-02-04T12:21:48,BANK_TRANSFER,0532,788.13,INR,SUCCESS
PAY000012527,ORD000044713,CUST0001674,2026-01-13T15:06:17,UPI,4617,672.4,INR,SUCCESS
PAY000012528,ORD000060695,CUST0003440,2026-06-05T18:17:15,UPI,4703,2499.93,GBP,SUCCESS
PAY000012529,ORD000018404,CUST0003491,2026-06-10T16:15:37,UPI,9331,2000.06,GBP,SUCCESS
PAY000012530,ORD000043413,CUST0008998,2026-03-28T20:18:59,UPI,6030,1265.55,INR,SUCCESS
PAY000012531,ORD000064037,CUST0001254,2026-01-29T00:09:56,CARD,0190,3755.36,GBP,SUCCESS
PAY000012532,ORD000027159,CUST0008761,2026-02-10T20:56:09,WALLET,2565,4599.81,INR,SUCCESS
PAY000012533,ORD000049033,CUST0002422,2026-06-22T20:21:48,CARD,6203,4310.96,GBP,REFUNDED
PAY000012534,ORD000081265,CUST0009219,2026-06-26T14:45:17,UPI,7715,1140.41,INR,REFUNDED
PAY000012535,ORD000023231,CUST0000418,2026-04-08T07:39:51,UPI,7097,3495.05,USD,SUCCESS
PAY000012536,ORD000019676,CUST0008267,2026-06-09T11:15:50,BANK_TRANSFER,4112,3289.62,USD,SUCCESS
PAY000012537,ORD000031745,CUST0003578,2026-07-23T14:18:48,CARD,1433,3063.58,USD,SUCCESS
PAY000012538,ORD000068619,CUST0007778,2026-06-06T23:49:48,CARD,8091,785.94,INR,SUCCESS
PAY000012539,ORD000003323,CUST0004828,2026-01-28T14:06:00,BANK_TRANSFER,0403,2743.56,USD,SUCCESS
PAY000012540,ORD000054994,CUST0007728,2026-01-13T10:52:40,CARD,0183,3278.45,GBP,SUCCESS
PAY000012541,ORD000056584,CUST0000245,2026-07-09T23:06:26,BANK_TRANSFER,7928,1797.27,USD,SUCCESS
PAY000012542,ORD000017958,CUST0009163,2026-07-15T15:25:44,UPI,5571,4516.66,INR,REFUNDED
PAY000012543,ORD000032253,CUST0000204,2026-01-18T02:50:07,BANK_TRANSFER,5931,4518.99,GBP,SUCCESS
PAY000012544,ORD000046986,CUST0007536,2026-06-07T00:11:43,UPI,5045,1816.96,USD,SUCCESS
PAY000012545,ORD000005192,CUST0004906,2026-06-23T01:06:19,UPI,8088,982.51,INR,SUCCESS
PAY000012546,ORD000047475,CUST0008321,2026-06-25T19:14:56,UPI,6136,3013.61,GBP,SUCCESS
PAY000012547,ORD000058507,CUST0000481,2026-02-11T00:28:29,UPI,7460,2225.95,USD,SUCCESS
PAY000012548,ORD000005005,CUST0009862,2026-04-21T13:37:18,UPI,4297,2834.18,GBP,SUCCESS
PAY000012549,ORD000012930,CUST0001796,2026-02-20T00:34:37,UPI,6032,3564.72,INR,FAILED
PAY000012550,ORD000034492,CUST0001872,2026-05-02T11:01:00,WALLET,7768,4003.13,GBP,SUCCESS
PAY000012551,ORD000063962,CUST0001035,2026-05-24T05:11:21,WALLET,4086,4830.35,INR,SUCCESS
PAY000012552,ORD000030246,CUST0003199,2026-05-03T01:22:40,BANK_TRANSFER,3492,4744.53,INR,SUCCESS
PAY000012553,ORD000010576,CUST0000366,2026-06-04T08:35:38,UPI,1918,1812.03,INR,SUCCESS
PAY000012554,ORD000065822,CUST0003348,2026-03-25T09:13:43,CARD,0135,4883.11,INR,SUCCESS
PAY000012555,ORD000005040,CUST0002585,2026-03-31T08:48:10,BANK_TRANSFER,2266,3786.65,GBP,SUCCESS
PAY000012556,ORD000016421,CUST0000189,2026-05-23T22:25:10,BANK_TRANSFER,3262,631.92,INR,SUCCESS
PAY000012557,ORD000015477,CUST0003746,2026-03-25T06:20:05,BANK_TRANSFER,4447,4347.8,INR,SUCCESS
PAY000012558,ORD000089822,CUST0008129,2026-04-10T04:42:31,WALLET,3501,616.8,INR,SUCCESS
PAY000012559,ORD000081207,CUST0002751,2026-04-16T19:00:33,UPI,5283,116.86,USD,SUCCESS
PAY000012560,ORD000065451,CUST0007795,2026-04-28T22:33:33,BANK_TRANSFER,3344,1836.58,GBP,FAILED
PAY000012561,ORD000077205,CUST0002068,2026-03-07T23:10:04,BANK_TRANSFER,1794,2040.58,GBP,SUCCESS
PAY000012562,ORD000039961,CUST0002342,2026-04-04T13:52:26,UPI,6414,4973.53,GBP,SUCCESS
PAY000012563,ORD000070333,CUST0007707,2026-07-11T06:28:47,CARD,5463,820.13,GBP,SUCCESS
PAY000012564,ORD000010828,CUST0003564,2026-06-29T11:17:37,CARD,3886,2672.85,GBP,SUCCESS
PAY000012565,ORD000092478,CUST0003075,2026-04-12T06:29:17,CARD,3318,1866.03,USD,SUCCESS
PAY000012566,ORD000091734,CUST0007346,2026-01-30T11:51:05,UPI,1333,4121.1,GBP,SUCCESS
PAY000012567,ORD000067367,CUST0006120,2026-07-27T06:54:07,UPI,5433,2718.29,INR,SUCCESS
PAY000012568,ORD000063154,CUST0006675,2026-01-18T21:21:07,WALLET,3434,4743.91,USD,SUCCESS
PAY000012569,ORD000038017,CUST0003733,2026-06-14T06:09:38,UPI,1823,4145.42,USD,SUCCESS
PAY000012570,ORD000042382,CUST0000015,2026-05-10T07:38:59,WALLET,7956,1840.26,INR,SUCCESS
PAY000012571,ORD000035379,CUST0005355,2026-05-07T09:30:53,WALLET,9057,4390.45,GBP,SUCCESS
PAY000012572,ORD000083065,CUST0007751,2026-03-11T12:29:34,BANK_TRANSFER,6303,1355.4,GBP,SUCCESS
PAY000012573,ORD000029631,CUST0002142,2026-03-30T06:36:39,BANK_TRANSFER,4711,1778.33,INR,SUCCESS
PAY000012574,ORD000062562,CUST0009298,2026-05-16T23:51:28,BANK_TRANSFER,8207,2653.57,GBP,SUCCESS
PAY000012575,ORD000078761,CUST0003615,2026-05-06T21:43:22,CARD,4131,694.85,INR,FAILED
PAY000012576,ORD000071878,CUST0006845,2026-05-11T19:00:08,BANK_TRANSFER,1100,2820.29,INR,SUCCESS
PAY000012577,ORD000034048,CUST0001779,2026-05-20T18:31:33,CARD,8000,3624.1,GBP,SUCCESS
PAY000012578,ORD000001385,CUST0009780,2026-05-25T08:55:02,BANK_TRANSFER,5972,824.91,INR,SUCCESS
PAY000012579,ORD000053292,CUST0005240,2026-05-05T14:10:34,UPI,1585,2924.91,USD,REFUNDED
PAY000012580,ORD000050001,CUST0006502,2026-01-17T12:40:39,WALLET,1928,2629.89,INR,SUCCESS
PAY000012581,ORD000068329,CUST0003526,2026-07-03T19:00:57,CARD,4608,2874.02,INR,SUCCESS
PAY000012582,ORD000078265,CUST0000662,2026-05-31T08:08:15,CARD,3771,2395.39,INR,SUCCESS
PAY000012583,ORD000062576,CUST0005417,2026-06-17T13:28:31,BANK_TRANSFER,1080,2038.04,GBP,SUCCESS
PAY000012584,ORD000004159,CUST0009690,2026-03-20T09:59:13,WALLET,2424,2772.21,USD,SUCCESS
PAY000012585,ORD000047781,CUST0004339,2026-07-17T19:04:45,BANK_TRANSFER,3421,4993.39,INR,SUCCESS
PAY000012586,ORD000048560,CUST0002288,2026-02-07T15:45:46,BANK_TRANSFER,5052,3900.23,USD,SUCCESS
PAY000012587,ORD000094311,CUST0008052,2026-05-07T22:49:57,CARD,6745,4643.98,USD,SUCCESS
PAY000012588,ORD000067934,CUST0006835,2026-07-06T19:58:14,UPI,4074,4940.24,GBP,FAILED
PAY000012589,ORD000025204,CUST0000331,2026-05-30T10:14:00,UPI,9663,4692.12,GBP,SUCCESS
PAY000012590,ORD000040631,CUST0001788,2026-07-14T07:05:18,CARD,8894,2501.5,USD,SUCCESS
PAY000012591,ORD000063251,CUST0006191,2026-05-12T02:05:12,UPI,2514,3699.96,GBP,SUCCESS
PAY000012592,ORD000063940,CUST0001793,2026-02-17T05:28:04,BANK_TRANSFER,6025,727.19,USD,SUCCESS
PAY000012593,ORD000081507,CUST0000069,2026-07-23T02:16:12,WALLET,5092,1355.65,GBP,SUCCESS
PAY000012594,ORD000083897,CUST0000844,2026-04-06T00:49:17,UPI,6213,4285.77,INR,SUCCESS
PAY000012595,ORD000021439,CUST0004507,2026-04-30T08:23:43,UPI,5691,2201.19,INR,SUCCESS
PAY000012596,ORD000067634,CUST0007890,2026-02-19T07:22:54,UPI,8550,2050.03,USD,REFUNDED
PAY000012597,ORD000020602,CUST0004123,2026-02-07T03:55:07,WALLET,3459,534.53,USD,SUCCESS
PAY000012598,ORD000022331,CUST0001130,2026-04-30T13:53:05,CARD,6419,3894.28,GBP,SUCCESS
PAY000012599,ORD000022244,CUST0004556,2026-06-21T09:38:06,CARD,9372,4043.66,USD,SUCCESS
PAY000012600,ORD000062316,CUST0001692,2026-04-05T05:23:34,UPI,5631,759.51,USD,FAILED
PAY000012601,ORD000072980,CUST0003199,2026-02-28T15:41:51,CARD,5485,783.21,USD,SUCCESS
PAY000012602,ORD000066948,CUST0009257,2026-05-22T22:57:33,UPI,2327,1933.44,INR,SUCCESS
PAY000012603,ORD000054650,CUST0004911,2026-02-11T06:15:30,CARD,8918,220.71,INR,SUCCESS
PAY000012604,ORD000097304,CUST0008365,2026-03-14T09:17:22,CARD,4529,1254.81,GBP,SUCCESS
PAY000012605,ORD000044027,CUST0008322,2026-03-28T16:00:50,BANK_TRANSFER,5732,3473.83,INR,SUCCESS
PAY000012606,ORD000056177,CUST0009833,2026-03-08T17:12:56,BANK_TRANSFER,0434,2122.95,GBP,SUCCESS
PAY000012607,ORD000064571,CUST0002868,2026-06-25T11:22:39,BANK_TRANSFER,7005,1806.97,GBP,SUCCESS
PAY000012608,ORD000087164,CUST0008904,2026-06-12T11:53:23,BANK_TRANSFER,7853,296.38,GBP,SUCCESS
PAY000012609,ORD000022546,CUST0002361,2026-05-07T16:00:58,BANK_TRANSFER,6812,688.84,USD,SUCCESS
PAY000012610,ORD000014741,CUST0009248,2026-01-30T23:23:03,CARD,8624,1655.04,USD,SUCCESS
PAY000012611,ORD000057210,CUST0009084,2026-06-04T10:47:12,BANK_TRANSFER,4320,2750.26,INR,SUCCESS
PAY000012612,ORD000007809,CUST0006920,2026-01-06T00:50:45,WALLET,0488,515.46,USD,SUCCESS
PAY000012613,ORD000035672,CUST0003238,2026-02-26T08:19:46,BANK_TRANSFER,4995,3123.79,USD,SUCCESS
PAY000012614,ORD000035647,CUST0004829,2026-02-14T06:46:50,CARD,0388,3116.75,INR,SUCCESS
PAY000012615,ORD000067837,CUST0005736,2026-07-19T16:20:50,CARD,9637,3935.66,GBP,FAILED
PAY000012616,ORD000088386,CUST0001420,2026-04-14T06:01:39,UPI,5223,3739.12,GBP,SUCCESS
PAY000012617,ORD000054705,CUST0007984,2026-03-07T06:49:45,WALLET,5165,12.46,USD,SUCCESS
PAY000012618,ORD000016620,CUST0005351,2026-07-16T19:22:49,BANK_TRANSFER,8682,2214.07,INR,FAILED
PAY000012619,ORD000014446,CUST0005817,2026-04-24T12:23:37,WALLET,3376,2784.21,INR,SUCCESS
PAY000012620,ORD000069951,CUST0004387,2026-07-01T08:20:01,UPI,6899,627.94,INR,SUCCESS
PAY000012621,ORD000094320,CUST0006278,2026-05-12T05:52:09,BANK_TRANSFER,6829,1737.98,USD,SUCCESS
PAY000012622,ORD000028119,CUST0008340,2026-05-28T17:49:04,BANK_TRANSFER,0721,778.39,USD,REFUNDED
PAY000012623,ORD000049447,CUST0002975,2026-05-25T05:35:04,WALLET,9378,2979.99,INR,SUCCESS
PAY000012624,ORD000032880,CUST0003023,2026-07-20T14:08:59,CARD,9064,4231.29,INR,REFUNDED
PAY000012625,ORD000063458,CUST0004098,2026-06-16T00:07:46,BANK_TRANSFER,3483,1357.52,GBP,REFUNDED
PAY000012626,ORD000026051,CUST0009846,2026-05-12T03:45:30,WALLET,6631,4839.4,INR,SUCCESS
PAY000012627,ORD000012776,CUST0007392,2026-07-04T05:07:05,BANK_TRANSFER,9778,4305.23,GBP,SUCCESS
PAY000012628,ORD000095325,CUST0009286,2026-02-27T01:10:43,WALLET,9068,784.47,INR,FAILED
PAY000012629,ORD000073771,CUST0007932,2026-06-02T16:00:47,CARD,1966,1008.95,USD,REFUNDED
PAY000012630,ORD000049314,CUST0002612,2026-06-09T17:29:10,CARD,5662,2252.35,USD,REFUNDED
PAY000012631,ORD000076315,CUST0000705,2026-06-23T22:51:21,WALLET,7884,3142.44,GBP,REFUNDED
PAY000012632,ORD000015369,CUST0006318,2026-07-26T11:30:58,BANK_TRANSFER,5429,4808.1,GBP,SUCCESS
PAY000012633,ORD000042816,CUST0008841,2026-04-29T17:59:01,CARD,4423,2658.37,USD,SUCCESS
PAY000012634,ORD000071361,CUST0001437,2026-06-22T12:40:49,UPI,1425,1965.17,USD,REFUNDED
PAY000012635,ORD000005659,CUST0006713,2026-04-12T16:19:59,CARD,8414,1130.92,USD,REFUNDED
PAY000012636,ORD000068127,CUST0004169,2026-04-23T17:09:34,UPI,5943,29.19,GBP,SUCCESS
PAY000012637,ORD000033365,CUST0005183,2026-06-03T05:59:03,BANK_TRANSFER,2798,1678.29,GBP,SUCCESS
PAY000012638,ORD000029056,CUST0001399,2026-07-14T01:32:22,WALLET,6315,3954.08,USD,SUCCESS
PAY000012639,ORD000015672,CUST0003913,2026-03-26T20:37:38,CARD,5434,3690.57,INR,SUCCESS
PAY000012640,ORD000001804,CUST0008978,2026-01-08T11:13:12,UPI,3318,4721.43,GBP,SUCCESS
PAY000012641,ORD000085178,CUST0002269,2026-04-02T17:23:47,UPI,3043,2713.06,USD,SUCCESS
PAY000012642,ORD000097849,CUST0006058,2026-01-21T12:30:17,UPI,0847,1886.81,USD,SUCCESS
PAY000012643,ORD000038323,CUST0008523,2026-07-11T20:09:09,CARD,1520,3563.81,INR,SUCCESS
PAY000012644,ORD000074885,CUST0000874,2026-07-15T00:02:42,CARD,6830,3058.8,GBP,SUCCESS
PAY000012645,ORD000028263,CUST0007829,2026-07-20T16:25:39,UPI,8709,2697.16,GBP,SUCCESS
PAY000012646,ORD000034262,CUST0008361,2026-04-15T14:24:59,CARD,5018,4652.71,USD,SUCCESS
PAY000012647,ORD000087803,CUST0002824,2026-06-05T19:04:18,BANK_TRANSFER,3029,621.42,USD,SUCCESS
PAY000012648,ORD000092905,CUST0009372,2026-06-16T13:04:20,BANK_TRANSFER,3228,621.55,INR,SUCCESS
PAY000012649,ORD000065691,CUST0002124,2026-01-23T08:07:48,WALLET,5771,1641.63,INR,REFUNDED
PAY000012650,ORD000094001,CUST0002660,2026-04-20T23:35:12,BANK_TRANSFER,0577,2366.74,GBP,FAILED
PAY000012651,ORD000050159,CUST0008978,2026-02-26T18:44:29,CARD,5286,4516.33,GBP,SUCCESS
PAY000012652,ORD000066601,CUST0000250,2026-06-01T07:55:43,BANK_TRANSFER,9371,3571.18,USD,SUCCESS
PAY000012653,ORD000070049,CUST0004724,2026-01-29T05:36:23,WALLET,7163,4956.59,GBP,SUCCESS
PAY000012654,ORD000043206,CUST0000564,2026-04-29T05:00:02,UPI,1793,3613.0,INR,SUCCESS
PAY000012655,ORD000018838,CUST0008235,2026-05-13T05:42:22,CARD,7347,2531.57,USD,SUCCESS
PAY000012656,ORD000001355,CUST0006842,2026-05-14T10:35:27,UPI,1451,1686.99,INR,REFUNDED
PAY000012657,ORD000065379,CUST0004948,2026-04-29T08:12:04,WALLET,9169,296.48,GBP,REFUNDED
PAY000012658,ORD000090442,CUST0004211,2026-07-04T00:06:55,UPI,5830,691.84,GBP,SUCCESS
PAY000012659,ORD000013001,CUST0001785,2026-03-23T06:20:17,CARD,2962,3873.15,USD,SUCCESS
PAY000012660,ORD000050567,CUST0009899,2026-02-25T23:00:33,UPI,4239,3201.37,USD,FAILED
PAY000012661,ORD000021461,CUST0004820,2026-03-17T08:02:57,BANK_TRANSFER,6624,1508.56,GBP,SUCCESS
PAY000012662,ORD000067655,CUST0009460,2026-01-23T23:52:22,WALLET,0806,1933.23,USD,SUCCESS
PAY000012663,ORD000090519,CUST0003040,2026-04-25T04:32:36,CARD,1260,4102.67,GBP,SUCCESS
PAY000012664,ORD000051217,CUST0005093,2026-07-19T16:41:58,UPI,9513,4214.55,USD,SUCCESS
PAY000012665,ORD000076939,CUST0003772,2026-04-03T15:36:31,BANK_TRANSFER,9962,2122.1,INR,SUCCESS
PAY000012666,ORD000024454,CUST0005055,2026-01-26T13:05:34,BANK_TRANSFER,9871,1099.6,GBP,SUCCESS
PAY000012667,ORD000070920,CUST0007157,2026-02-23T17:44:51,WALLET,0106,145.21,INR,SUCCESS
PAY000012668,ORD000065502,CUST0003471,2026-02-12T00:45:22,UPI,6993,3490.11,INR,SUCCESS
PAY000012669,ORD000028445,CUST0004391,2026-02-05T15:54:44,UPI,9525,44.68,INR,SUCCESS
PAY000012670,ORD000017966,CUST0009726,2026-04-21T08:21:16,CARD,6894,2469.11,USD,SUCCESS
PAY000012671,ORD000010596,CUST0007453,2026-03-23T22:37:49,UPI,0650,333.41,INR,REFUNDED
PAY000012672,ORD000000560,CUST0007785,2026-05-01T03:09:35,BANK_TRANSFER,8005,1313.79,GBP,SUCCESS
PAY000012673,ORD000096322,CUST0008664,2026-01-09T11:31:30,CARD,5063,836.43,INR,FAILED
PAY000012674,ORD000004671,CUST0001613,2026-01-07T19:46:42,WALLET,2122,3921.15,GBP,SUCCESS
PAY000012675,ORD000010150,CUST0000518,2026-06-26T18:15:13,UPI,4711,2675.27,GBP,SUCCESS
PAY000012676,ORD000042212,CUST0008050,2026-07-04T01:59:09,BANK_TRANSFER,7075,2009.12,USD,SUCCESS
PAY000012677,ORD000028991,CUST0003530,2026-03-22T08:11:21,CARD,7312,3399.1,INR,SUCCESS
PAY000012678,ORD000022955,CUST0008800,2026-07-14T02:13:41,CARD,6224,3693.11,INR,SUCCESS
PAY000012679,ORD000044490,CUST0007377,2026-07-22T11:46:12,WALLET,8824,2496.44,INR,SUCCESS
PAY000012680,ORD000035232,CUST0001150,2026-01-15T21:15:23,WALLET,2066,292.96,INR,SUCCESS
PAY000012681,ORD000045138,CUST0001501,2026-07-17T21:37:27,BANK_TRANSFER,3166,356.24,INR,SUCCESS
PAY000012682,ORD000051491,CUST0003866,2026-02-28T05:27:58,CARD,0800,819.81,USD,SUCCESS
PAY000012683,ORD000006345,CUST0007097,2026-01-30T22:18:14,WALLET,2364,3226.44,USD,SUCCESS
PAY000012684,ORD000013584,CUST0001212,2026-02-05T19:12:04,UPI,2885,3113.47,INR,SUCCESS
PAY000012685,ORD000032200,CUST0005018,2026-03-23T18:20:26,WALLET,4858,2371.97,GBP,FAILED
PAY000012686,ORD000007424,CUST0005511,2026-03-15T00:39:30,CARD,5196,4742.43,INR,SUCCESS
PAY000012687,ORD000006097,CUST0001383,2026-05-07T07:51:30,CARD,3913,1677.04,GBP,SUCCESS
