product_id,product_name,category,subcategory,brand,unit_price,cost_price,currency,active_flag
PRD000319,Electronics Product 0319,Electronics,Standard,Zenith,2337.22,1043.72,USD,Y
PRD000320,Home Product 0320,Home,Premium,Vertex,578.9,1026.91,INR,Y
PRD000321,Beauty Product 0321,Beauty,Basic,Vertex,647.03,1479.4,GBP,Y
PRD000322,Fashion Product 0322,Fashion,Premium,Vertex,427.32,1297.4,USD,Y
PRD000323,Beauty Product 0323,Beauty,Basic,Nova,1312.24,1510.81,INR,Y
PRD000324,Electronics Product 0324,Electronics,Standard,Apex,2107.15,418.89,GBP,Y
PRD000325,Electronics Product 0325,Electronics,Premium,Zenith,1142.74,111.63,GBP,N
PRD000326,Fashion Product 0326,Fashion,Basic,Orion,44.25,959.39,USD,Y
PRD000327,Electronics Product 0327,Electronics,Basic,Vertex,1341.67,518.18,GBP,Y
PRD000328,Home Product 0328,Home,Premium,Nova,1313.34,436.02,GBP,Y
PRD000329,Grocery Product 0329,Grocery,Standard,Vertex,1988.37,145.0,USD,Y
PRD000330,Beauty Product 0330,Beauty,Premium,Apex,753.44,1491.03,INR,Y
PRD000331,Electronics Product 0331,Electronics,Standard,Orion,946.04,858.38,GBP,Y
PRD000332,Sports Product 0332,Sports,Premium,Nova,1252.15,782.74,USD,N
PRD000333,Electronics Product 0333,Electronics,Basic,Nova,578.27,1622.59,GBP,N
PRD000334,Fashion Product 0334,Fashion,Standard,Nova,2310.78,1232.92,USD,Y
PRD000335,Beauty Product 0335,Beauty,Basic,Nova,452.49,1531.22,INR,Y
PRD000336,Beauty Product 0336,Beauty,Premium,Orion,2322.54,540.8,GBP,Y
PRD000337,Beauty Product 0337,Beauty,Standard,Zenith,832.67,1360.83,INR,Y
PRD000338,Beauty Product 0338,Beauty,Basic,Vertex,138.97,788.45,INR,Y
PRD000339,Beauty Product 0339,Beauty,Basic,Zenith,994.77,1393.08,INR,Y
PRD000340,Fashion Product 0340,Fashion,Standard,Apex,892.75,1694.23,USD,Y
PRD000341,Sports Product 0341,Sports,Basic,Orion,218.81,1114.65,INR,Y
PRD000342,Electronics Product 0342,Electronics,Standard,Apex,953.1,1411.65,INR,Y
PRD000343,Grocery Product 0343,Grocery,Standard,Nova,233.34,1697.5,USD,Y
PRD000344,Grocery Product 0344,Grocery,Premium,Apex,222.81,777.47,GBP,Y
PRD000345,Beauty Product 0345,Beauty,Standard,Nova,70.52,638.98,INR,N
PRD000346,Beauty Product 0346,Beauty,Standard,Orion,35.79,746.62,INR,Y
PRD000347,Home Product 0347,Home,Basic,Zenith,428.11,687.18,INR,Y
PRD000348,Grocery Product 0348,Grocery,Standard,Orion,369.11,303.47,USD,Y
PRD000349,Grocery Product 0349,Grocery,Standard,Nova,906.01,1699.77,GBP,Y
PRD000350,Beauty Product 0350,Beauty,Basic,Apex,1147.36,246.47,INR,Y
PRD000351,Grocery Product 0351,Grocery,Basic,Orion,2011.17,595.19,USD,Y
PRD000352,Sports Product 0352,Sports,Basic,Apex,754.59,1086.97,GBP,Y
PRD000353,Fashion Product 0353,Fashion,Standard,Apex,2411.61,1743.8,USD,Y
PRD000354,Beauty Product 0354,Beauty,Premium,Vertex,943.26,1470.24,USD,Y
PRD000355,Electronics Product 0355,Electronics,Basic,Apex,1482.61,983.5,GBP,Y
PRD000356,Electronics Product 0356,Electronics,Basic,Orion,2357.72,379.74,USD,Y
PRD000357,Fashion Product 0357,Fashion,Basic,Orion,352.25,547.19,USD,Y
PRD000358,Sports Product 0358,Sports,Standard,Orion,189.54,1783.29,USD,N
PRD000359,Fashion Product 0359,Fashion,Basic,Zenith,2309.12,1565.73,USD,Y
PRD000360,Electronics Product 0360,Electronics,Standard,Zenith,1486.58,1646.18,INR,Y
PRD000361,Sports Product 0361,Sports,Basic,Vertex,420.01,1103.98,GBP,Y
PRD000362,Grocery Product 0362,Grocery,Standard,Nova,31.32,467.95,GBP,Y
PRD000363,Beauty Product 0363,Beauty,Basic,Zenith,556.47,675.29,USD,N
PRD000364,Sports Product 0364,Sports,Basic,Apex,865.69,47.14,INR,Y
PRD000365,Fashion Product 0365,Fashion,Premium,Nova,2079.14,1315.08,USD,Y
PRD000366,Grocery Product 0366,Grocery,Standard,Apex,1305.18,628.9,INR,Y
PRD000367,Sports Product 0367,Sports,Basic,Orion,800.68,542.57,GBP,Y
PRD000368,Electronics Product 0368,Electronics,Standard,Nova,1694.46,298.34,GBP,Y
PRD000369,Beauty Product 0369,Beauty,Premium,Zenith,404.54,1009.05,USD,Y
PRD000370,Fashion Product 0370,Fashion,Basic,Apex,470.04,1184.18,USD,Y
PRD000371,Sports Product 0371,Sports,Basic,Apex,1126.69,774.91,INR,Y
PRD000372,Home Product 0372,Home,Standard,Nova,1445.48,1439.71,GBP,Y
PRD000373,Grocery Product 0373,Grocery,Standard,Apex,1146.59,474.45,USD,Y
PRD000374,Sports Product 0374,Sports,Standard,Zenith,974.65,708.4,INR,Y
PRD000375,Grocery Product 0375,Grocery,Standard,Zenith,435.46,1213.44,USD,N
PRD000376,Beauty Product 0376,Beauty,Premium,Apex,786.4,431.72,INR,Y
PRD000377,Grocery Product 0377,Grocery,Basic,Apex,1279.51,754.58,INR,N
PRD000378,Fashion Product 0378,Fashion,Standard,Apex,1219.24,968.67,GBP,Y
PRD000379,Beauty Product 0379,Beauty,Premium,Orion,725.64,339.22,USD,N
PRD000380,Electronics Product 0380,Electronics,Standard,Nova,1214.1,353.65,USD,Y
PRD000381,Beauty Product 0381,Beauty,Basic,Orion,1025.79,886.63,GBP,Y
PRD000382,Fashion Product 0382,Fashion,Premium,Nova,1415.67,1433.2,INR,Y
PRD000383,Electronics Product 0383,Electronics,Standard,Apex,1346.33,305.27,USD,N
PRD000384,Sports Product 0384,Sports,Standard,Zenith,1279.46,1032.17,USD,Y
PRD000385,Grocery Product 0385,Grocery,Basic,Nova,1901.21,796.14,INR,Y
PRD000386,Electronics Product 0386,Electronics,Basic,Apex,747.78,1798.76,USD,Y
PRD000387,Grocery Product 0387,Grocery,Premium,Orion,2163.9,213.94,INR,Y
PRD000388,Sports Product 0388,Sports,Basic,Vertex,2153.32,1099.64,USD,Y
PRD000389,Beauty Product 0389,Beauty,Premium,Apex,2034.76,1450.38,GBP,Y
PRD000390,Beauty Product 0390,Beauty,Standard,Zenith,1349.23,584.61,GBP,Y
PRD000391,Grocery Product 0391,Grocery,Basic,Vertex,2381.23,927.4,GBP,Y
PRD000392,Home Product 0392,Home,Standard,Nova,2481.25,1561.08,INR,Y
PRD000393,Home Product 0393,Home,Premium,Vertex,2072.06,1371.37,GBP,Y
PRD000394,Fashion Product 0394,Fashion,Premium,Zenith,1582.84,1131.18,USD,Y
PRD000395,Electronics Product 0395,Electronics,Basic,Nova,1010.11,1350.39,GBP,Y
PRD000396,Fashion Product 0396,Fashion,Standard,Vertex,1456.98,1564.43,GBP,Y
PRD000397,Sports Product 0397,Sports,Standard,Vertex,2126.02,1432.83,USD,Y
PRD000398,Fashion Product 0398,Fashion,Premium,Orion,675.0,1491.53,USD,Y
PRD000399,Beauty Product 0399,Beauty,Premium,Zenith,2131.79,1419.58,GBP,Y
PRD000400,Electronics Product 0400,Electronics,Premium,Orion,45.62,1673.19,INR,Y
PRD000401,Fashion Product 0401,Fashion,Premium,Orion,509.78,1240.4,INR,Y
PRD000402,Home Product 0402,Home,Standard,Nova,1638.2,452.95,USD,Y
PRD000403,Electronics Product 0403,Electronics,Standard,Vertex,1816.34,1360.15,USD,Y
PRD000404,Sports Product 0404,Sports,Premium,Nova,537.49,143.06,GBP,Y
PRD000405,Beauty Product 0405,Beauty,Basic,Orion,28.17,1252.99,INR,Y
PRD000406,Sports Product 0406,Sports,Premium,Orion,181.72,691.38,GBP,Y
PRD000407,Electronics Product 0407,Electronics,Standard,Vertex,2203.07,249.42,INR,Y
PRD000408,Electronics Product 0408,Electronics,Basic,Zenith,26.14,1171.09,USD,Y
PRD000409,Sports Product 0409,Sports,Premium,Apex,2300.14,1110.09,USD,Y
PRD000410,Electronics Product 0410,Electronics,Premium,Apex,1882.35,1062.46,USD,Y
PRD000411,Fashion Product 0411,Fashion,Standard,Apex,623.23,1161.38,INR,Y
PRD000412,Beauty Product 0412,Beauty,Basic,Zenith,715.88,1694.48,INR,Y
PRD000413,Home Product 0413,Home,Basic,Zenith,1276.26,1346.88,USD,Y
PRD000414,Home Product 0414,Home,Standard,Orion,286.3,900.75,GBP,Y
PRD000415,Beauty Product 0415,Beauty,Premium,Vertex,2335.14,240.17,GBP,Y
PRD000416,Grocery Product 0416,Grocery,Basic,Apex,1908.0,1718.15,INR,Y
PRD000417,Beauty Product 0417,Beauty,Premium,Nova,659.15,74.57,INR,Y
PRD000418,Beauty Product 0418,Beauty,Standard,Zenith,1918.94,764.16,USD,Y
PRD000419,Sports Product 0419,Sports,Basic,Zenith,1542.04,501.61,USD,Y
PRD000420,Beauty Product 0420,Beauty,Premium,Apex,1343.29,705.14,GBP,Y
PRD000421,Grocery Product 0421,Grocery,Basic,Orion,1826.25,1524.1,INR,Y
PRD000422,Electronics Product 0422,Electronics,Standard,Nova,1136.16,1097.07,USD,Y
PRD000423,Electronics Product 0423,Electronics,Premium,Apex,1755.24,297.41,USD,Y
PRD000424,Beauty Product 0424,Beauty,Basic,Vertex,421.57,231.09,USD,Y
PRD000425,Electronics Product 0425,Electronics,Standard,Orion,683.59,117.78,GBP,N
PRD000426,Sports Product 0426,Sports,Premium,Orion,1140.72,650.14,USD,N
PRD000427,Home Product 0427,Home,Standard,Apex,641.51,187.92,GBP,Y
PRD000428,Home Product 0428,Home,Basic,Zenith,11.41,1546.06,INR,Y
PRD000429,Electronics Product 0429,Electronics,Standard,Vertex,960.53,272.7,INR,Y
PRD000430,Sports Product 0430,Sports,Basic,Orion,565.17,449.13,GBP,Y
PRD000431,Grocery Product 0431,Grocery,Premium,Zenith,935.16,905.17,INR,Y
PRD000432,Home Product 0432,Home,Basic,Nova,2385.43,126.86,USD,Y
PRD000433,Grocery Product 0433,Grocery,Standard,Nova,1384.96,17.32,INR,Y
PRD000434,Beauty Product 0434,Beauty,Standard,Zenith,610.25,664.79,USD,Y
PRD000435,Sports Product 0435,Sports,Basic,Apex,380.66,1678.52,INR,Y
PRD000436,Beauty Product 0436,Beauty,Standard,Nova,2377.72,5.63,GBP,Y
PRD000437,Sports Product 0437,Sports,Basic,Vertex,264.35,955.08,INR,Y
PRD000438,Fashion Product 0438,Fashion,Premium,Apex,1780.57,170.17,INR,Y
PRD000439,Fashion Product 0439,Fashion,Basic,Vertex,1148.85,1346.98,GBP,Y
PRD000440,Beauty Product 0440,Beauty,Premium,Orion,191.7,1023.37,USD,Y
PRD000441,Home Product 0441,Home,Standard,Vertex,2128.03,1667.1,USD,Y
PRD000442,Grocery Product 0442,Grocery,Standard,Vertex,587.86,1698.57,INR,N
PRD000443,Electronics Product 0443,Electronics,Premium,Nova,415.12,840.5,USD,Y
PRD000444,Beauty Product 0444,Beauty,Standard,Apex,1132.53,835.63,INR,Y
PRD000445,Home Product 0445,Home,Basic,Vertex,2066.83,1255.29,INR,Y
PRD000446,Grocery Product 0446,Grocery,Premium,Nova,1779.34,1743.21,USD,Y
PRD000447,Electronics Product 0447,Electronics,Basic,Vertex,654.12,1783.25,INR,Y
PRD000448,Fashion Product 0448,Fashion,Basic,Zenith,628.38,833.29,INR,Y
PRD000449,Electronics Product 0449,Electronics,Premium,Apex,331.13,1483.14,USD,Y
PRD000450,Beauty Product 0450,Beauty,Basic,Vertex,2293.98,137.75,INR,Y
PRD000451,Sports Product 0451,Sports,Standard,Apex,234.49,1525.55,USD,Y
PRD000452,Electronics Product 0452,Electronics,Standard,Nova,424.13,1034.27,GBP,Y
PRD000453,Fashion Product 0453,Fashion,Premium,Orion,1709.62,313.53,INR,Y
PRD000454,Grocery Product 0454,Grocery,Standard,Orion,2209.14,65.27,GBP,N
PRD000455,Home Product 0455,Home,Basic,Vertex,1249.73,1589.35,USD,Y
PRD000456,Electronics Product 0456,Electronics,Standard,Orion,347.4,361.43,GBP,Y
PRD000457,Sports Product 0457,Sports,Basic,Nova,2473.56,1408.1,USD,Y
PRD000458,Beauty Product 0458,Beauty,Standard,Vertex,2282.13,905.8,USD,Y
PRD000459,Home Product 0459,Home,Premium,Vertex,1494.81,55.66,USD,Y
PRD000460,Fashion Product 0460,Fashion,Basic,Vertex,1918.27,1799.29,INR,Y
PRD000461,Home Product 0461,Home,Basic,Apex,669.98,1469.86,GBP,Y
PRD000462,Home Product 0462,Home,Basic,Orion,890.24,1511.08,INR,Y
PRD000463,Home Product 0463,Home,Basic,Vertex,2016.49,1256.63,GBP,Y
PRD000464,Sports Product 0464,Sports,Basic,Vertex,2369.16,1015.8,GBP,Y
PRD000465,Fashion Product 0465,Fashion,Basic,Vertex,443.01,71.22,INR,Y
PRD000466,Beauty Product 0466,Beauty,Premium,Nova,1318.49,4.23,GBP,Y
PRD000467,Home Product 0467,Home,Standard,Apex,2297.36,1520.18,USD,Y
PRD000468,Electronics Product 0468,Electronics,Premium,Zenith,1763.22,257.55,INR,Y
PRD000469,Grocery Product 0469,Grocery,Premium,Vertex,1762.82,1192.86,GBP,Y
PRD000470,Grocery Product 0470,Grocery,Standard,Vertex,345.45,286.03,USD,Y
PRD000471,Sports Product 0471,Sports,Standard,Apex,1769.42,1012.87,GBP,Y
PRD000472,Home Product 0472,Home,Basic,Zenith,2037.06,682.96,GBP,Y
PRD000473,Home Product 0473,Home,Premium,Nova,2372.23,1707.81,USD,N
PRD000474,Electronics Product 0474,Electronics,Premium,Zenith,798.95,1456.43,GBP,Y
PRD000475,Sports Product 0475,Sports,Basic,Nova,2342.04,255.74,GBP,Y
PRD000476,Home Product 0476,Home,Standard,Vertex,423.88,1593.92,INR,Y
PRD000477,Fashion Product 0477,Fashion,Premium,Vertex,528.16,1248.64,USD,Y
PRD000478,Electronics Product 0478,Electronics,Basic,Nova,125.13,790.48,USD,Y
PRD000479,Fashion Product 0479,Fashion,Standard,Orion,881.32,677.5,USD,N
PRD000480,Sports Product 0480,Sports,Basic,Apex,410.83,135.46,INR,Y
PRD000481,Electronics Product 0481,Electronics,Standard,Vertex,2379.4,136.34,INR,Y
PRD000482,Home Product 0482,Home,Basic,Nova,1369.88,1616.93,INR,Y
PRD000483,Beauty Product 0483,Beauty,Basic,Orion,1762.74,778.09,GBP,Y
PRD000484,Beauty Product 0484,Beauty,Standard,Apex,138.62,597.98,INR,Y
PRD000485,Sports Product 0485,Sports,Basic,Zenith,666.84,508.9,INR,Y
PRD000486,Electronics Product 0486,Electronics,Standard,Zenith,1376.41,885.23,INR,Y
PRD000487,Electronics Product 0487,Electronics,Standard,Nova,739.9,1192.65,GBP,Y
PRD000488,Home Product 0488,Home,Premium,Nova,521.35,1149.83,INR,Y
PRD000489,Electronics Product 0489,Electronics,Standard,Orion,1180.01,1611.09,USD,Y
PRD000490,Sports Product 0490,Sports,Basic,Orion,466.28,1594.23,USD,Y
PRD000491,Fashion Product 0491,Fashion,Premium,Vertex,1102.15,476.33,USD,N
PRD000492,Electronics Product 0492,Electronics,Premium,Nova,218.84,620.79,GBP,Y
PRD000493,Beauty Product 0493,Beauty,Premium,Zenith,157.15,698.63,GBP,Y
PRD000494,Beauty Product 0494,Beauty,Basic,Orion,1433.92,426.45,USD,Y
PRD000495,Fashion Product 0495,Fashion,Basic,Nova,1257.74,1621.12,GBP,N
PRD000496,Home Product 0496,Home,Premium,Orion,436.33,1771.91,INR,Y
PRD000497,Home Product 0497,Home,Premium,Orion,200.53,1230.58,INR,Y
PRD000498,Beauty Product 0498,Beauty,Standard,Vertex,2277.46,1645.77,INR,Y
PRD000499,Fashion Product 0499,Fashion,Basic,Orion,1382.38,1542.35,GBP,Y
PRD000500,Electronics Product 0500,Electronics,Basic,Zenith,1471.0,1407.69,INR,Y
PRD000501,Home Product 0501,Home,Premium,Zenith,1471.9,1365.8,INR,Y
PRD000502,Beauty Product 0502,Beauty,Premium,Vertex,2169.35,1584.6,USD,Y
PRD000503,Fashion Product 0503,Fashion,Basic,Orion,1432.2,853.06,INR,Y
PRD000504,Fashion Product 0504,Fashion,Premium,Zenith,1523.59,1249.51,INR,Y
PRD000505,Grocery Product 0505,Grocery,Basic,Apex,127.98,856.97,USD,Y
PRD000506,Electronics Product 0506,Electronics,Standard,Vertex,780.82,1517.6,GBP,Y
PRD000507,Home Product 0507,Home,Premium,Vertex,2435.68,799.27,USD,Y
PRD000508,Sports Product 0508,Sports,Standard,Zenith,1615.66,340.72,INR,Y
PRD000509,Sports Product 0509,Sports,Standard,Zenith,2168.64,1478.37,GBP,Y
PRD000510,Electronics Product 0510,Electronics,Standard,Zenith,1011.45,1405.59,GBP,N
PRD000511,Electronics Product 0511,Electronics,Premium,Apex,2188.58,363.71,INR,Y
PRD000512,Electronics Product 0512,Electronics,Standard,Nova,2295.49,1269.23,USD,Y
PRD000513,Fashion Product 0513,Fashion,Basic,Orion,1590.35,225.6,INR,Y
PRD000514,Grocery Product 0514,Grocery,Standard,Zenith,1118.03,1729.06,USD,N
PRD000515,Beauty Product 0515,Beauty,Standard,Vertex,412.97,1610.4,GBP,Y
PRD000516,Grocery Product 0516,Grocery,Premium,Orion,128.88,1537.32,INR,Y
PRD000517,Sports Product 0517,Sports,Premium,Apex,676.36,738.88,INR,Y
PRD000518,Fashion Product 0518,Fashion,Premium,Apex,1504.85,18.21,USD,N
PRD000519,Grocery Product 0519,Grocery,Basic,Vertex,1062.4,679.53,USD,Y
PRD000520,Grocery Product 0520,Grocery,Premium,Orion,758.85,938.59,GBP,Y
PRD000521,Beauty Product 0521,Beauty,Premium,Nova,1281.23,1193.25,USD,Y
PRD000522,Sports Product 0522,Sports,Basic,Zenith,710.28,1232.89,USD,Y
PRD000523,Grocery Product 0523,Grocery,Standard,Vertex,2154.42,472.28,GBP,Y
PRD000524,Home Product 0524,Home,Premium,Zenith,1914.86,1619.74,GBP,Y
PRD000525,Sports Product 0525,Sports,Standard,Apex,1804.6,1180.75,USD,Y
PRD000526,Fashion Product 0526,Fashion,Standard,Orion,1843.15,1050.69,GBP,Y
PRD000527,Grocery Product 0527,Grocery,Basic,Apex,1717.36,1150.05,USD,Y
PRD000528,Beauty Product 0528,Beauty,Standard,Apex,2102.39,1578.06,INR,Y
PRD000529,Electronics Product 0529,Electronics,Standard,Apex,1853.59,1306.16,GBP,Y
PRD000530,Sports Product 0530,Sports,Standard,Nova,559.52,404.32,USD,Y
PRD000531,Grocery Product 0531,Grocery,Standard,Vertex,1466.0,836.38,INR,Y
PRD000532,Electronics Product 0532,Electronics,Basic,Zenith,1452.88,1118.32,USD,Y
PRD000533,Beauty Product 0533,Beauty,Premium,Orion,1326.95,745.35,INR,Y
PRD000534,Home Product 0534,Home,Standard,Orion,2468.04,1607.44,USD,Y
PRD000535,Grocery Product 0535,Grocery,Basic,Apex,1948.46,879.18,GBP,Y
PRD000536,Grocery Product 0536,Grocery,Basic,Nova,16.76,494.53,INR,N
PRD000537,Home Product 0537,Home,Standard,Nova,327.87,782.38,USD,Y
PRD000538,Fashion Product 0538,Fashion,Standard,Orion,16.65,962.21,GBP,Y
PRD000539,Electronics Product 0539,Electronics,Standard,Zenith,480.49,1219.12,GBP,Y
PRD000540,Home Product 0540,Home,Basic,Vertex,783.67,187.57,GBP,N
PRD000541,Grocery Product 0541,Grocery,Premium,Nova,2060.49,538.87,USD,Y
PRD000542,Sports Product 0542,Sports,Basic,Zenith,1312.67,782.3,GBP,Y
PRD000543,Grocery Product 0543,Grocery,Standard,Vertex,1876.54,299.3,USD,Y
PRD000544,Home Product 0544,Home,Premium,Apex,531.92,42.38,GBP,Y
PRD000545,Electronics Product 0545,Electronics,Standard,Nova,941.11,1153.66,GBP,N
PRD000546,Electronics Product 0546,Electronics,Basic,Nova,1656.61,1177.46,INR,Y
PRD000547,Sports Product 0547,Sports,Premium,Orion,1113.56,225.1,USD,Y
PRD000548,Sports Product 0548,Sports,Premium,Apex,1739.5,1135.67,USD,Y
PRD000549,Sports Product 0549,Sports,Premium,Zenith,678.59,1091.32,INR,Y
PRD000550,Electronics Product 0550,Electronics,Basic,Zenith,298.75,207.88,INR,Y
PRD000551,Home Product 0551,Home,Basic,Apex,1946.01,1497.2,INR,Y
PRD000552,Sports Product 0552,Sports,Standard,Vertex,405.13,988.01,INR,Y
PRD000553,Grocery Product 0553,Grocery,Premium,Nova,36.81,162.94,INR,N
PRD000554,Sports Product 0554,Sports,Standard,Apex,2373.87,1403.81,INR,Y
PRD000555,Grocery Product 0555,Grocery,Basic,Apex,1144.59,1759.19,USD,Y
PRD000556,Electronics Product 0556,Electronics,Premium,Apex,2185.98,1534.49,USD,Y
PRD000557,Fashion Product 0557,Fashion,Basic,Nova,242.02,1365.49,INR,Y
PRD000558,Home Product 0558,Home,Basic,Apex,825.01,1610.47,GBP,Y
PRD000559,Sports Product 0559,Sports,Premium,Vertex,2038.34,331.62,USD,Y
PRD000560,Fashion Product 0560,Fashion,Standard,Orion,1726.31,862.41,USD,Y
PRD000561,Electronics Product 0561,Electronics,Premium,Nova,2454.02,1520.3,INR,Y
PRD000562,Beauty Product 0562,Beauty,Standard,Zenith,1697.59,328.73,USD,Y
PRD000563,Beauty Product 0563,Beauty,Premium,Apex,1210.28,880.16,USD,Y
PRD000564,Electronics Product 0564,Electronics,Premium,Vertex,1639.16,25.21,GBP,Y
PRD000565,Sports Product 0565,Sports,Basic,Zenith,563.84,1720.5,USD,Y
PRD000566,Beauty Product 0566,Beauty,Basic,Zenith,242.63,1192.1,INR,Y
PRD000567,Grocery Product 0567,Grocery,Basic,Orion,375.89,1488.11,GBP,Y
PRD000568,Electronics Product 0568,Electronics,Basic,Apex,1266.39,846.31,USD,Y
PRD000569,Electronics Product 0569,Electronics,Standard,Vertex,606.03,1746.35,INR,Y
PRD000570,Home Product 0570,Home,Basic,Orion,1011.18,425.29,USD,Y
PRD000571,Beauty Product 0571,Beauty,Standard,Nova,2142.19,806.38,INR,Y
PRD000572,Sports Product 0572,Sports,Basic,Nova,261.1,743.97,GBP,Y
PRD000573,Electronics Product 0573,Electronics,Premium,Zenith,2408.11,1148.66,GBP,Y
PRD000574,Home Product 0574,Home,Basic,Orion,2376.14,655.93,INR,Y
PRD000575,Fashion Product 0575,Fashion,Standard,Zenith,1919.7,1081.11,GBP,Y
PRD000576,Sports Product 0576,Sports,Standard,Nova,248.11,1187.06,INR,Y
PRD000577,Grocery Product 0577,Grocery,Basic,Vertex,1371.49,674.88,INR,Y
PRD000578,Home Product 0578,Home,Standard,Apex,2055.49,1337.29,USD,Y
PRD000579,Grocery Product 0579,Grocery,Basic,Apex,472.92,1674.6,USD,Y
PRD000580,Fashion Product 0580,Fashion,Premium,Vertex,273.88,747.8,GBP,N
PRD000581,Electronics Product 0581,Electronics,Standard,Orion,1647.85,1721.27,INR,Y
PRD000582,Electronics Product 0582,Electronics,Basic,Nova,1385.3,780.76,GBP,Y
PRD000583,Beauty Product 0583,Beauty,Premium,Zenith,438.26,1467.99,INR,Y
PRD000584,Sports Product 0584,Sports,Basic,Zenith,2207.33,908.89,USD,Y
PRD000585,Beauty Product 0585,Beauty,Basic,Apex,687.62,1734.58,USD,Y
PRD000586,Home Product 0586,Home,Premium,Orion,1508.3,1595.93,GBP,Y
PRD000587,Sports Product 0587,Sports,Basic,Vertex,1781.13,1684.12,GBP,Y
PRD000588,Home Product 0588,Home,Premium,Zenith,1787.39,1236.84,GBP,Y
PRD000589,Sports Product 0589,Sports,Basic,Apex,1262.21,1250.68,USD,Y
PRD000590,Grocery Product 0590,Grocery,Basic,Orion,1459.1,1696.98,GBP,Y
PRD000591,Sports Product 0591,Sports,Basic,Zenith,718.39,1525.6,INR,Y
PRD000592,Electronics Product 0592,Electronics,Premium,Orion,367.59,1207.45,INR,Y
PRD000593,Home Product 0593,Home,Standard,Vertex,370.34,114.47,USD,Y
PRD000594,Beauty Product 0594,Beauty,Premium,Vertex,2036.0,187.16,GBP,Y
PRD000595,Home Product 0595,Home,Basic,Zenith,975.27,921.13,GBP,Y
PRD000596,Sports Product 0596,Sports,Basic,Nova,2316.58,699.44,GBP,Y
PRD000597,Beauty Product 0597,Beauty,Premium,Nova,1860.46,367.95,USD,Y
PRD000598,Sports Product 0598,Sports,Basic,Vertex,1888.99,985.27,GBP,Y
PRD000599,Sports Product 0599,Sports,Premium,Vertex,1124.79,1770.27,INR,Y
PRD000600,Home Product 0600,Home,Basic,Zenith,302.79,76.02,USD,Y
PRD000601,Grocery Product 0601,Grocery,Premium,Apex,1462.05,461.26,USD,Y
PRD000602,Sports Product 0602,Sports,Premium,Nova,388.49,582.77,INR,N
PRD000603,Sports Product 0603,Sports,Standard,Orion,1975.82,991.64,INR,Y
PRD000604,Beauty Product 0604,Beauty,Premium,Apex,1303.91,1415.91,INR,Y
PRD000605,Beauty Product 0605,Beauty,Basic,Orion,234.4,400.49,INR,Y
PRD000606,Grocery Product 0606,Grocery,Standard,Vertex,550.02,1355.52,GBP,Y
PRD000607,Beauty Product 0607,Beauty,Basic,Nova,291.23,624.78,INR,N
PRD000608,Beauty Product 0608,Beauty,Premium,Nova,1707.97,579.72,INR,Y
PRD000609,Grocery Product 0609,Grocery,Basic,Vertex,66.64,931.81,USD,Y
PRD000610,Beauty Product 0610,Beauty,Standard,Orion,114.41,1617.21,INR,Y
PRD000611,Beauty Product 0611,Beauty,Premium,Nova,422.65,1721.43,GBP,Y
PRD000612,Electronics Product 0612,Electronics,Basic,Nova,530.9,1134.24,INR,Y
PRD000613,Electronics Product 0613,Electronics,Premium,Zenith,2072.73,1581.91,GBP,Y
PRD000614,Sports Product 0614,Sports,Premium,Apex,64.26,1291.21,INR,Y
PRD000615,Electronics Product 0615,Electronics,Premium,Apex,1986.57,1005.88,GBP,Y
PRD000616,Grocery Product 0616,Grocery,Standard,Orion,1130.56,729.79,USD,Y
PRD000617,Fashion Product 0617,Fashion,Basic,Nova,1339.41,1155.64,GBP,Y
PRD000618,Sports Product 0618,Sports,Basic,Nova,1753.7,133.44,GBP,Y
PRD000619,Grocery Product 0619,Grocery,Basic,Vertex,1518.38,508.89,USD,Y
PRD000620,Fashion Product 0620,Fashion,Basic,Nova,1187.6,961.64,INR,Y
PRD000621,Beauty Product 0621,Beauty,Standard,Apex,748.65,1596.9,GBP,Y
PRD000622,Electronics Product 0622,Electronics,Basic,Zenith,357.73,78.07,GBP,N
PRD000623,Fashion Product 0623,Fashion,Basic,Zenith,2367.71,550.53,GBP,Y
PRD000624,Home Product 0624,Home,Standard,Zenith,360.43,333.63,GBP,Y
PRD000625,Home Product 0625,Home,Premium,Apex,1679.09,1022.42,INR,Y
PRD000626,Fashion Product 0626,Fashion,Basic,Zenith,187.5,1210.02,USD,Y
PRD000627,Home Product 0627,Home,Basic,Zenith,1220.54,597.54,INR,Y
PRD000628,Electronics Product 0628,Electronics,Standard,Zenith,179.17,350.72,USD,Y
PRD000629,Grocery Product 0629,Grocery,Basic,Vertex,1735.18,276.85,GBP,Y
PRD000630,Grocery Product 0630,Grocery,Standard,Apex,17.06,445.38,INR,Y
PRD000631,Grocery Product 0631,Grocery,Standard,Apex,1700.55,598.82,USD,Y
PRD000632,Fashion Product 0632,Fashion,Standard,Vertex,1219.99,198.57,GBP,N
PRD000633,Electronics Product 0633,Electronics,Standard,Apex,2228.79,355.99,GBP,Y
PRD000634,Sports Product 0634,Sports,Premium,Nova,2124.72,1138.03,GBP,N
PRD000635,Fashion Product 0635,Fashion,Basic,Apex,2266.23,994.21,GBP,Y
PRD000636,Fashion Product 0636,Fashion,Basic,Apex,917.72,404.28,GBP,Y
PRD000637,Home Product 0637,Home,Standard,Zenith,1278.48,716.02,GBP,Y
