customer_id,segment,annual_spend,last_purchase_date,marketing_opt_in
CUST0002484,At Risk,30167.65,2026-03-28,N
CUST0002485,High Value,99253.85,2026-05-23,Y
CUST0002486,Regular,64689.84,2026-03-14,N
CUST0002487,High Value,45491.84,2026-01-10,Y
CUST0002488,Occasional,67327.34,2026-05-09,N
CUST0002489,Occasional,99064.49,2026-02-24,Y
CUST0002490,Regular,79336.27,2026-01-20,N
CUST0002491,Occasional,92347.21,2026-02-22,Y
CUST0002492,High Value,6545.16,2026-01-22,Y
CUST0002493,At Risk,23110.68,2026-01-10,Y
CUST0002494,Occasional,40677.73,2026-06-09,N
CUST0002495,Regular,42019.59,2026-07-10,N
CUST0002496,Occasional,16466.97,2026-03-09,Y
CUST0002497,Regular,4702.87,2026-05-07,N
CUST0002498,At Risk,14318.12,2026-04-10,N
CUST0002499,High Value,71311.91,2026-03-14,Y
CUST0002500,High Value,94748.91,2026-02-06,N
CUST0002501,At Risk,5422.69,2026-01-15,Y
CUST0002502,High Value,7100.18,2026-01-05,Y
CUST0002503,Occasional,5192.98,2026-04-26,N
CUST0002504,Regular,85611.92,2026-07-10,N
CUST0002505,High Value,23356.99,2026-04-26,Y
CUST0002506,Occasional,8713.64,2026-07-01,Y
CUST0002507,At Risk,88981.29,2026-03-27,N
CUST0002508,Occasional,65214.31,2026-02-25,N
CUST0002509,At Risk,93186.09,2026-05-09,Y
CUST0002510,Regular,79072.82,2026-02-11,N
CUST0002511,Occasional,2610.93,2026-03-29,N
CUST0002512,High Value,43898.57,2026-07-02,Y
CUST0002513,High Value,75449.6,2026-02-25,N
CUST0002514,High Value,20102.44,2026-06-10,N
CUST0002515,Occasional,60787.09,2026-05-16,Y
CUST0002516,Occasional,78565.84,2026-02-26,Y
CUST0002517,Regular,33096.2,2026-04-03,N
CUST0002518,At Risk,85379.29,2026-01-07,N
CUST0002519,At Risk,83071.57,2026-06-20,N
CUST0002520,Regular,16118.83,2026-07-18,Y
CUST0002521,Regular,57907.09,2026-04-14,N
CUST0002522,At Risk,87659.05,2026-01-29,Y
CUST0002523,Regular,65053.68,2026-03-25,N
CUST0002524,Regular,99803.51,2026-03-02,Y
CUST0002525,Occasional,26352.47,2026-05-02,N
CUST0002526,High Value,84273.72,2026-03-26,N
CUST0002527,High Value,43912.39,2026-02-11,Y
CUST0002528,At Risk,20106.08,2026-04-04,Y
CUST0002529,Regular,86745.52,2026-04-07,Y
CUST0002530,Regular,52977.38,2026-05-14,Y
CUST0002531,Occasional,37309.12,2026-02-04,Y
CUST0002532,Regular,38581.83,2026-03-06,N
CUST0002533,At Risk,5236.64,2026-05-02,N
CUST0002534,Occasional,12578.66,2026-04-09,Y
CUST0002535,At Risk,264.15,2026-04-30,Y
CUST0002536,Regular,73873.63,2026-07-23,Y
CUST0002537,Regular,39984.55,2026-05-23,N
CUST0002538,At Risk,72431.56,2026-02-26,Y
CUST0002539,Regular,91691.85,2026-07-30,Y
CUST0002540,High Value,20071.44,2026-04-08,N
CUST0002541,At Risk,37690.66,2026-02-08,N
CUST0002542,Occasional,76958.03,2026-02-10,N
CUST0002543,High Value,35594.81,2026-01-07,Y
CUST0002544,Regular,85840.87,2026-04-03,Y
CUST0002545,Regular,43036.99,2026-06-20,N
CUST0002546,At Risk,62674.08,2026-02-27,N
CUST0002547,At Risk,12578.75,2026-02-01,Y
CUST0002548,Occasional,12659.16,2026-01-15,Y
CUST0002549,Regular,89949.87,2026-01-02,N
CUST0002550,Regular,90340.31,2026-07-29,Y
CUST0002551,At Risk,74081.94,2026-05-05,Y
CUST0002552,High Value,23319.14,2026-05-06,Y
CUST0002553,At Risk,10651.64,2026-02-12,Y
CUST0002554,At Risk,83086.61,2026-01-17,Y
CUST0002555,Occasional,41706.59,2026-05-03,Y
CUST0002556,High Value,36728.14,2026-07-26,Y
CUST0002557,High Value,65006.68,2026-01-16,Y
CUST0002558,Occasional,38668.11,2026-02-01,Y
CUST0002559,Regular,36526.26,2026-03-03,N
CUST0002560,High Value,7470.42,2026-06-07,N
CUST0002561,High Value,47467.76,2026-02-07,N
CUST0002562,Regular,73303.92,2026-05-27,N
CUST0002563,Regular,49268.49,2026-06-10,Y
CUST0002564,High Value,71353.21,2026-02-03,N
CUST0002565,Occasional,24093.35,2026-01-12,N
CUST0002566,High Value,30189.35,2026-01-05,N
CUST0002567,Regular,65732.15,2026-03-04,Y
CUST0002568,Regular,79833.82,2026-04-29,Y
CUST0002569,At Risk,49075.41,2026-04-27,N
CUST0002570,At Risk,84302.04,2026-04-01,Y
CUST0002571,High Value,1255.1,2026-01-20,Y
CUST0002572,High Value,44825.03,2026-02-11,Y
CUST0002573,High Value,24576.87,2026-05-03,N
CUST0002574,Regular,76558.42,2026-07-21,Y
CUST0002575,Occasional,51159.08,2026-03-06,Y
CUST0002576,High Value,85224.62,2026-05-14,N
CUST0002577,At Risk,86637.61,2026-02-22,N
CUST0002578,High Value,63841.0,2026-06-30,N
CUST0002579,At Risk,60032.32,2026-01-16,N
CUST0002580,High Value,94513.06,2026-02-15,N
CUST0002581,At Risk,53812.39,2026-07-05,N
CUST0002582,At Risk,35924.25,2026-01-25,Y
CUST0002583,High Value,47366.3,2026-02-24,N
CUST0002584,At Risk,99403.33,2026-01-08,N
CUST0002585,Occasional,83758.3,2026-01-11,Y
CUST0002586,Occasional,53352.61,2026-02-08,N
CUST0002587,Regular,34129.85,2026-06-08,N
CUST0002588,High Value,33053.69,2026-03-29,N
CUST0002589,At Risk,82298.56,2026-03-15,Y
CUST0002590,At Risk,96731.23,2026-03-30,Y
CUST0002591,At Risk,72355.32,2026-01-08,Y
CUST0002592,Occasional,5698.14,2026-03-15,N
CUST0002593,Occasional,12431.05,2026-02-09,Y
CUST0002594,At Risk,92728.39,2026-05-15,Y
CUST0002595,At Risk,80870.54,2026-06-11,N
CUST0002596,High Value,37227.17,2026-04-10,Y
CUST0002597,Regular,85541.91,2026-02-15,Y
CUST0002598,Regular,24777.04,2026-02-01,Y
CUST0002599,At Risk,79379.71,2026-01-21,Y
CUST0002600,Regular,1282.07,2026-04-22,N
CUST0002601,Occasional,41539.01,2026-05-22,Y
CUST0002602,High Value,4156.99,2026-05-24,N
CUST0002603,Regular,96122.04,2026-05-31,N
CUST0002604,At Risk,44584.31,2026-04-07,Y
CUST0002605,High Value,56842.8,2026-04-06,Y
CUST0002606,Regular,93716.99,2026-01-04,N
CUST0002607,Occasional,68148.09,2026-04-21,Y
CUST0002608,At Risk,50175.09,2026-06-21,N
CUST0002609,Occasional,76622.49,2026-01-17,N
CUST0002610,Regular,6619.43,2026-05-07,N
CUST0002611,High Value,36849.68,2026-03-25,N
CUST0002612,Occasional,16330.67,2026-02-18,N
CUST0002613,High Value,55456.35,2026-05-29,N
CUST0002614,At Risk,78030.05,2026-05-05,N
CUST0002615,Regular,56961.17,2026-05-20,Y
CUST0002616,Occasional,37520.7,2026-02-05,Y
CUST0002617,High Value,65621.38,2026-05-03,N
CUST0002618,High Value,60127.58,2026-04-15,Y
CUST0002619,At Risk,21884.15,2026-07-27,Y
CUST0002620,Occasional,15587.93,2026-07-15,N
CUST0002621,At Risk,49435.77,2026-03-18,N
CUST0002622,Occasional,64626.85,2026-04-02,N
CUST0002623,High Value,3141.98,2026-06-25,N
CUST0002624,High Value,46158.98,2026-04-30,Y
CUST0002625,At Risk,10702.39,2026-06-25,N
CUST0002626,High Value,23239.6,2026-01-16,N
CUST0002627,At Risk,16283.94,2026-03-31,N
CUST0002628,High Value,17701.64,2026-04-25,N
CUST0002629,High Value,60449.09,2026-06-02,Y
CUST0002630,Occasional,51023.72,2026-04-10,Y
CUST0002631,At Risk,98692.14,2026-06-24,Y
CUST0002632,Occasional,89388.41,2026-07-19,N
CUST0002633,High Value,96815.55,2026-07-16,N
CUST0002634,Occasional,37436.1,2026-01-13,N
CUST0002635,At Risk,799.35,2026-03-17,N
CUST0002636,High Value,5762.52,2026-06-10,Y
CUST0002637,At Risk,72236.28,2026-07-15,Y
CUST0002638,At Risk,74568.96,2026-02-27,N
CUST0002639,Regular,18015.2,2026-05-14,Y
CUST0002640,Regular,90339.29,2026-06-15,Y
CUST0002641,At Risk,69101.97,2026-01-22,N
CUST0002642,Regular,7096.97,2026-05-12,N
CUST0002643,At Risk,84536.95,2026-02-18,N
CUST0002644,At Risk,93059.15,2026-07-24,Y
CUST0002645,High Value,51746.12,2026-07-22,N
CUST0002646,Regular,21948.78,2026-05-10,Y
CUST0002647,Regular,62280.26,2026-06-22,N
CUST0002648,High Value,47888.92,2026-04-12,N
CUST0002649,High Value,70732.8,2026-06-07,Y
CUST0002650,Regular,73792.93,2026-01-16,Y
CUST0002651,Regular,94480.59,2026-05-17,Y
CUST0002652,High Value,42067.68,2026-04-01,Y
CUST0002653,At Risk,97067.04,2026-04-07,N
CUST0002654,Occasional,75198.31,2026-01-20,Y
CUST0002655,Occasional,28553.84,2026-05-27,Y
CUST0002656,At Risk,86446.22,2026-01-24,N
CUST0002657,At Risk,60365.98,2026-07-02,Y
CUST0002658,Occasional,21903.57,2026-06-24,N
CUST0002659,At Risk,47953.9,2026-05-28,Y
CUST0002660,Occasional,3501.5,2026-07-09,Y
CUST0002661,At Risk,85290.32,2026-05-20,N
CUST0002662,High Value,34171.4,2026-04-16,Y
CUST0002663,High Value,23364.14,2026-04-19,Y
CUST0002664,High Value,11485.68,2026-02-26,Y
CUST0002665,Occasional,39324.61,2026-04-08,N
CUST0002666,High Value,83593.64,2026-03-08,N
CUST0002667,At Risk,97703.2,2026-02-11,Y
CUST0002668,Occasional,98029.72,2026-04-02,N
CUST0002669,High Value,4185.74,2026-06-01,N
CUST0002670,Occasional,97561.45,2026-02-27,N
CUST0002671,Occasional,26582.49,2026-07-19,N
CUST0002672,At Risk,45478.74,2026-02-22,Y
CUST0002673,High Value,70015.0,2026-07-15,N
CUST0002674,High Value,90228.91,2026-04-15,N
CUST0002675,Occasional,34263.33,2026-02-22,Y
CUST0002676,High Value,53424.62,2026-05-03,Y
CUST0002677,Regular,70221.11,2026-03-07,Y
CUST0002678,Occasional,94504.54,2026-06-23,Y
CUST0002679,Occasional,58485.73,2026-03-19,N
CUST0002680,Regular,86245.89,2026-04-30,Y
CUST0002681,High Value,42153.72,2026-07-18,Y
CUST0002682,At Risk,23324.19,2026-01-02,Y
CUST0002683,Regular,98241.8,2026-07-22,Y
CUST0002684,High Value,52126.64,2026-01-07,Y
CUST0002685,Occasional,5952.34,2026-01-17,N
CUST0002686,At Risk,60487.65,2026-04-08,N
CUST0002687,Occasional,60673.69,2026-06-04,N
CUST0002688,High Value,14844.53,2026-02-21,N
CUST0002689,Regular,78739.94,2026-07-18,Y
CUST0002690,High Value,39004.38,2026-01-29,Y
CUST0002691,Occasional,10347.1,2026-07-21,N
CUST0002692,At Risk,93921.46,2026-05-11,Y
CUST0002693,High Value,59815.56,2026-05-08,Y
CUST0002694,Regular,68774.89,2026-06-16,Y
CUST0002695,At Risk,96223.71,2026-06-30,N
CUST0002696,Regular,71032.61,2026-06-24,N
CUST0002697,High Value,18890.51,2026-06-16,Y
CUST0002698,Occasional,91953.97,2026-05-17,Y
CUST0002699,At Risk,32183.32,2026-06-24,N
CUST0002700,High Value,41066.43,2026-05-20,Y
CUST0002701,High Value,13514.25,2026-03-16,Y
CUST0002702,At Risk,79771.76,2026-02-10,Y
CUST0002703,Occasional,87548.41,2026-02-12,N
CUST0002704,High Value,47797.31,2026-06-12,Y
CUST0002705,Occasional,50404.56,2026-05-01,N
CUST0002706,High Value,16711.45,2026-04-10,Y
CUST0002707,Regular,56846.35,2026-07-08,Y
CUST0002708,Regular,68042.04,2026-03-29,N
CUST0002709,Regular,86778.5,2026-01-22,Y
CUST0002710,Occasional,19237.2,2026-02-26,N
CUST0002711,Occasional,57877.68,2026-03-26,Y
CUST0002712,High Value,397.62,2026-02-19,Y
CUST0002713,At Risk,79537.79,2026-03-20,Y
CUST0002714,Regular,84221.4,2026-04-11,Y
CUST0002715,At Risk,51464.86,2026-06-17,Y
CUST0002716,Regular,25095.51,2026-07-04,N
CUST0002717,High Value,94827.41,2026-07-09,N
CUST0002718,Regular,64245.99,2026-02-07,N
CUST0002719,Regular,7149.03,2026-03-08,Y
CUST0002720,Occasional,92140.47,2026-01-15,Y
CUST0002721,At Risk,36023.39,2026-04-28,Y
CUST0002722,Occasional,53829.02,2026-07-23,Y
CUST0002723,Regular,17417.93,2026-02-05,Y
CUST0002724,Regular,76237.96,2026-05-11,Y
CUST0002725,High Value,66322.95,2026-06-25,N
CUST0002726,Regular,58456.62,2026-01-09,N
CUST0002727,High Value,97601.87,2026-03-05,N
CUST0002728,At Risk,88196.86,2026-07-28,N
CUST0002729,Regular,74734.86,2026-05-22,N
CUST0002730,At Risk,70287.02,2026-06-25,N
CUST0002731,At Risk,47659.99,2026-02-02,Y
CUST0002732,At Risk,13682.19,2026-07-19,Y
CUST0002733,At Risk,34435.53,2026-07-02,N
CUST0002734,Occasional,51327.35,2026-07-24,N
CUST0002735,Occasional,72563.38,2026-07-20,N
CUST0002736,High Value,88726.45,2026-05-24,Y
CUST0002737,Regular,81390.59,2026-04-15,Y
CUST0002738,High Value,95005.09,2026-03-18,Y
CUST0002739,Occasional,62029.55,2026-03-23,Y
CUST0002740,Regular,35678.49,2026-07-28,Y
CUST0002741,At Risk,27631.77,2026-02-17,N
CUST0002742,Occasional,42615.7,2026-02-24,N
CUST0002743,High Value,70631.65,2026-04-25,Y
CUST0002744,Occasional,38686.5,2026-03-18,N
CUST0002745,Occasional,76218.06,2026-02-24,N
CUST0002746,High Value,1030.02,2026-02-12,Y
CUST0002747,Occasional,83958.49,2026-02-28,Y
CUST0002748,Regular,86104.4,2026-07-30,Y
CUST0002749,Occasional,31903.16,2026-07-04,N
CUST0002750,Regular,30121.78,2026-02-14,Y
CUST0002751,High Value,25358.31,2026-05-18,Y
CUST0002752,At Risk,42710.99,2026-02-06,Y
CUST0002753,At Risk,40908.57,2026-06-04,N
CUST0002754,Occasional,23537.76,2026-03-07,Y
CUST0002755,At Risk,87294.49,2026-04-30,Y
CUST0002756,Regular,98557.1,2026-06-26,N
CUST0002757,At Risk,95764.66,2026-01-01,N
CUST0002758,High Value,67465.6,2026-01-05,Y
CUST0002759,High Value,92963.11,2026-02-17,Y
CUST0002760,Occasional,75374.12,2026-03-15,Y
CUST0002761,Occasional,853.59,2026-04-25,Y
CUST0002762,Occasional,20329.84,2026-02-03,N
CUST0002763,Occasional,24227.34,2026-02-21,Y
CUST0002764,Occasional,9502.84,2026-06-04,N
CUST0002765,At Risk,91747.01,2026-01-30,N
CUST0002766,At Risk,40893.62,2026-04-07,N
CUST0002767,At Risk,9706.14,2026-07-29,N
CUST0002768,High Value,18080.4,2026-02-13,Y
CUST0002769,High Value,17641.95,2026-04-19,N
CUST0002770,Occasional,51386.57,2026-02-16,N
CUST0002771,Regular,59282.26,2026-07-18,Y
CUST0002772,At Risk,85702.1,2026-02-17,N
CUST0002773,At Risk,46013.04,2026-05-29,Y
CUST0002774,Occasional,92507.15,2026-04-07,Y
CUST0002775,At Risk,20540.4,2026-04-11,Y
CUST0002776,High Value,52524.98,2026-05-12,Y
CUST0002777,Occasional,34156.44,2026-03-19,N
CUST0002778,At Risk,31502.8,2026-04-10,Y
CUST0002779,Occasional,49000.36,2026-02-07,Y
CUST0002780,Regular,30918.97,2026-01-07,N
CUST0002781,Occasional,60023.33,2026-07-27,Y
CUST0002782,At Risk,14757.9,2026-04-18,N
CUST0002783,High Value,39726.28,2026-05-11,Y
CUST0002784,At Risk,86861.68,2026-02-13,Y
CUST0002785,At Risk,18345.83,2026-02-22,N
CUST0002786,Occasional,57882.33,2026-01-25,N
CUST0002787,Occasional,1425.05,2026-04-07,Y
CUST0002788,Occasional,54412.2,2026-07-17,Y
CUST0002789,Regular,98536.05,2026-02-11,N
CUST0002790,At Risk,92961.39,2026-06-19,N
CUST0002791,Regular,13477.54,2026-03-10,N
CUST0002792,Occasional,14737.71,2026-07-21,N
CUST0002793,High Value,68702.8,2026-02-12,Y
CUST0002794,At Risk,67161.25,2026-06-04,N
CUST0002795,At Risk,64784.95,2026-07-08,Y
CUST0002796,At Risk,63745.51,2026-01-15,N
CUST0002797,At Risk,58979.82,2026-01-21,N
CUST0002798,High Value,1613.03,2026-05-23,N
CUST0002799,At Risk,30335.0,2026-04-28,N
CUST0002800,At Risk,78817.98,2026-01-29,N
CUST0002801,At Risk,93585.36,2026-01-16,N
CUST0002802,At Risk,34144.4,2026-02-27,N
CUST0002803,Regular,67666.91,2026-04-09,N
CUST0002804,Regular,34229.44,2026-05-13,Y
CUST0002805,High Value,174.21,2026-04-22,N
CUST0002806,Occasional,50364.15,2026-05-05,Y
CUST0002807,High Value,34320.82,2026-07-21,N
CUST0002808,High Value,18229.98,2026-04-01,Y
CUST0002809,High Value,39568.67,2026-06-02,Y
CUST0002810,Occasional,48705.81,2026-02-12,Y
CUST0002811,Regular,1719.13,2026-05-07,N
CUST0002812,Regular,76089.22,2026-07-11,N
CUST0002813,Occasional,98720.61,2026-04-16,Y
CUST0002814,Regular,61034.87,2026-06-03,Y
CUST0002815,Occasional,65932.63,2026-04-23,Y
CUST0002816,Regular,14338.85,2026-07-15,Y
CUST0002817,Occasional,11397.29,2026-05-04,Y
CUST0002818,At Risk,22545.51,2026-06-04,Y
CUST0002819,Regular,55098.78,2026-03-14,N
CUST0002820,High Value,70862.65,2026-03-17,N
CUST0002821,Occasional,53931.1,2026-04-28,Y
CUST0002822,Occasional,45118.16,2026-04-06,Y
CUST0002823,Regular,75887.27,2026-04-17,Y
CUST0002824,At Risk,41904.78,2026-04-23,N
CUST0002825,Regular,50675.5,2026-02-03,N
CUST0002826,At Risk,59116.18,2026-04-27,N
CUST0002827,Regular,3070.29,2026-07-07,Y
CUST0002828,At Risk,77951.37,2026-03-16,N
CUST0002829,High Value,62906.17,2026-04-07,Y
CUST0002830,At Risk,88277.15,2026-03-02,Y
CUST0002831,High Value,73629.85,2026-05-22,Y
CUST0002832,Regular,93998.61,2026-03-09,N
CUST0002833,At Risk,21016.31,2026-04-25,N
CUST0002834,Occasional,15747.76,2026-07-12,N
CUST0002835,High Value,52146.61,2026-06-07,Y
CUST0002836,Occasional,49084.84,2026-01-30,N
CUST0002837,Regular,70414.48,2026-01-03,Y
CUST0002838,High Value,47369.6,2026-06-11,N
CUST0002839,High Value,51924.02,2026-01-30,Y
CUST0002840,High Value,21348.87,2026-05-08,Y
CUST0002841,At Risk,81620.8,2026-03-24,Y
CUST0002842,At Risk,86911.36,2026-03-30,Y
CUST0002843,Regular,83874.76,2026-04-16,N
CUST0002844,Regular,54272.12,2026-01-07,N
CUST0002845,At Risk,60222.87,2026-01-30,Y
CUST0002846,At Risk,33905.42,2026-06-03,Y
CUST0002847,Regular,50493.42,2026-03-25,Y
CUST0002848,At Risk,50065.2,2026-03-21,N
CUST0002849,High Value,48133.37,2026-02-14,N
CUST0002850,At Risk,87632.55,2026-02-24,N
CUST0002851,At Risk,1263.49,2026-03-30,N
CUST0002852,At Risk,4353.22,2026-01-12,Y
CUST0002853,At Risk,3831.65,2026-01-11,N
CUST0002854,Occasional,61844.21,2026-01-23,Y
CUST0002855,At Risk,73202.54,2026-05-01,Y
CUST0002856,High Value,14651.45,2026-07-23,N
CUST0002857,Regular,7669.35,2026-04-02,Y
CUST0002858,Occasional,22152.26,2026-07-21,Y
CUST0002859,High Value,45712.06,2026-03-04,N
CUST0002860,High Value,12548.01,2026-04-26,N
CUST0002861,Occasional,78120.93,2026-05-10,Y
CUST0002862,Occasional,40001.3,2026-01-16,Y
CUST0002863,Regular,62225.4,2026-05-20,Y
CUST0002864,High Value,23432.97,2026-07-26,Y
CUST0002865,At Risk,20397.19,2026-02-13,Y
CUST0002866,Occasional,16324.13,2026-07-13,Y
CUST0002867,Occasional,5030.29,2026-06-18,Y
CUST0002868,High Value,7127.61,2026-05-26,N
CUST0002869,Occasional,64329.21,2026-02-10,Y
CUST0002870,At Risk,8234.2,2026-04-08,N
CUST0002871,At Risk,52880.48,2026-06-28,N
CUST0002872,At Risk,42368.32,2026-07-16,N
CUST0002873,At Risk,52411.69,2026-03-28,N
CUST0002874,Regular,93728.15,2026-06-19,Y
CUST0002875,High Value,75465.2,2026-07-06,Y
CUST0002876,High Value,17779.13,2026-01-03,Y
CUST0002877,Occasional,55945.4,2026-04-01,Y
CUST0002878,High Value,6584.64,2026-05-29,Y
CUST0002879,Regular,57474.32,2026-04-02,Y
CUST0002880,Occasional,48101.35,2026-01-15,Y
CUST0002881,Occasional,99915.28,2026-02-12,N
CUST0002882,Regular,51826.17,2026-05-06,Y
CUST0002883,At Risk,20758.29,2026-03-31,Y
CUST0002884,Regular,41344.55,2026-05-26,Y
CUST0002885,At Risk,4965.57,2026-07-08,N
CUST0002886,Occasional,60365.52,2026-06-30,Y
CUST0002887,High Value,44186.85,2026-02-03,N
CUST0002888,At Risk,52732.61,2026-04-09,N
CUST0002889,At Risk,25774.36,2026-05-23,Y
CUST0002890,Occasional,85353.8,2026-07-18,N
CUST0002891,Regular,66612.79,2026-06-11,Y
CUST0002892,Occasional,18434.89,2026-04-10,Y
CUST0002893,Occasional,57113.61,2026-07-08,N
CUST0002894,Regular,87372.8,2026-06-25,N
CUST0002895,Occasional,56068.5,2026-01-07,N
CUST0002896,At Risk,24699.66,2026-01-16,N
CUST0002897,Occasional,23017.32,2026-05-13,Y
CUST0002898,Regular,65411.58,2026-04-17,Y
CUST0002899,High Value,22345.01,2026-03-26,Y
CUST0002900,At Risk,48869.06,2026-07-18,Y
CUST0002901,At Risk,55853.33,2026-03-13,Y
CUST0002902,At Risk,23705.03,2026-06-28,Y
CUST0002903,At Risk,17972.04,2026-05-31,Y
CUST0002904,Regular,18277.06,2026-02-09,Y
CUST0002905,High Value,8949.48,2026-03-13,N
CUST0002906,High Value,58844.7,2026-05-04,N
CUST0002907,High Value,9463.32,2026-06-19,N
CUST0002908,At Risk,25919.31,2026-01-21,N
CUST0002909,High Value,6309.07,2026-02-01,Y
CUST0002910,At Risk,78012.72,2026-02-01,Y
CUST0002911,High Value,9856.49,2026-02-09,Y
CUST0002912,Occasional,84675.9,2026-06-30,Y
CUST0002913,High Value,95181.39,2026-01-17,Y
CUST0002914,At Risk,95512.82,2026-01-03,N
CUST0002915,At Risk,93954.41,2026-04-18,Y
CUST0002916,At Risk,79209.4,2026-03-24,N
CUST0002917,Occasional,70301.45,2026-02-15,N
CUST0002918,High Value,30118.04,2026-01-17,Y
CUST0002919,High Value,7922.55,2026-01-08,N
CUST0002920,Regular,4779.47,2026-02-04,N
CUST0002921,High Value,39152.13,2026-06-11,N
CUST0002922,Regular,34808.09,2026-07-23,N
CUST0002923,At Risk,97145.3,2026-02-05,Y
CUST0002924,Regular,51948.07,2026-01-09,N
CUST0002925,At Risk,4737.84,2026-01-20,Y
CUST0002926,At Risk,53835.23,2026-01-16,N
CUST0002927,Occasional,51298.4,2026-07-13,Y
CUST0002928,Occasional,4812.09,2026-03-27,Y
CUST0002929,Regular,50552.0,2026-01-25,N
CUST0002930,At Risk,80952.33,2026-05-13,Y
CUST0002931,High Value,7856.01,2026-04-13,N
CUST0002932,Regular,18123.46,2026-01-18,N
CUST0002933,Occasional,14659.42,2026-06-20,N
CUST0002934,Regular,64114.66,2026-02-06,Y
CUST0002935,Occasional,90994.73,2026-06-03,N
CUST0002936,At Risk,64502.46,2026-05-12,Y
CUST0002937,Occasional,30949.43,2026-02-19,Y
CUST0002938,At Risk,74195.38,2026-04-15,N
CUST0002939,Occasional,60189.58,2026-04-30,Y
CUST0002940,High Value,25591.86,2026-06-20,Y
CUST0002941,Regular,81350.61,2026-01-31,Y
CUST0002942,Occasional,68081.15,2026-07-30,N
CUST0002943,High Value,64572.19,2026-05-06,N
CUST0002944,Regular,1237.98,2026-02-01,N
CUST0002945,Occasional,66787.21,2026-02-22,N
CUST0002946,High Value,18111.86,2026-04-14,N
CUST0002947,Occasional,6073.04,2026-02-26,N
CUST0002948,At Risk,87333.28,2026-06-07,Y
CUST0002949,At Risk,38728.92,2026-06-19,Y
CUST0002950,Regular,94273.84,2026-04-28,Y
CUST0002951,Regular,20617.72,2026-06-20,Y
CUST0002952,High Value,47494.82,2026-05-04,Y
CUST0002953,High Value,72943.32,2026-04-14,N
CUST0002954,Regular,96113.76,2026-04-30,N
CUST0002955,High Value,56007.39,2026-05-02,N
CUST0002956,Occasional,63641.94,2026-03-01,Y
CUST0002957,At Risk,41024.99,2026-05-14,Y
CUST0002958,Occasional,62669.85,2026-06-11,N
CUST0002959,At Risk,86026.8,2026-07-22,Y
CUST0002960,High Value,26019.66,2026-05-09,N
CUST0002961,Regular,28625.83,2026-01-31,Y
CUST0002962,At Risk,60336.8,2026-02-06,Y
CUST0002963,At Risk,22821.16,2026-05-19,Y
CUST0002964,Occasional,91227.37,2026-05-10,N
CUST0002965,High Value,66736.07,2026-05-09,Y
CUST0002966,High Value,61485.47,2026-05-13,N
CUST0002967,At Risk,38405.33,2026-04-28,Y
CUST0002968,High Value,93399.04,2026-03-22,Y
CUST0002969,Regular,66457.54,2026-03-15,N
CUST0002970,At Risk,68537.36,2026-03-16,N
CUST0002971,At Risk,41986.81,2026-03-19,N
CUST0002972,At Risk,81833.16,2026-06-13,Y
CUST0002973,Occasional,75065.39,2026-07-15,Y
CUST0002974,At Risk,6795.39,2026-03-26,N
CUST0002975,Regular,72639.08,2026-05-27,N
CUST0002976,Regular,41017.56,2026-05-14,Y
CUST0002977,Occasional,3478.97,2026-01-22,N
CUST0002978,High Value,6735.21,2026-05-27,N
CUST0002979,High Value,2808.35,2026-02-15,Y
CUST0002980,High Value,6968.76,2026-03-01,Y
CUST0002981,At Risk,67485.22,2026-07-11,Y
CUST0002982,Occasional,29918.88,2026-02-06,Y
CUST0002983,Regular,33902.48,2026-05-26,Y
CUST0002984,At Risk,42925.37,2026-06-29,N
CUST0002985,Occasional,80478.27,2026-03-17,Y
CUST0002986,Regular,25193.83,2026-07-08,N
CUST0002987,At Risk,25367.52,2026-05-25,Y
CUST0002988,Occasional,49478.47,2026-01-25,N
CUST0002989,Regular,2071.63,2026-04-21,N
CUST0002990,Occasional,29299.95,2026-05-26,Y
CUST0002991,Occasional,57506.24,2026-03-30,Y
CUST0002992,At Risk,10715.08,2026-06-25,Y
CUST0002993,Regular,78051.77,2026-03-10,N
CUST0002994,Regular,81047.9,2026-05-25,N
CUST0002995,At Risk,93514.06,2026-04-12,N
CUST0002996,Occasional,41369.84,2026-03-16,Y
CUST0002997,Occasional,21020.87,2026-06-28,Y
CUST0002998,At Risk,32154.75,2026-07-20,N
CUST0002999,Occasional,64420.09,2026-04-29,Y
CUST0003000,Occasional,67802.91,2026-05-15,Y
CUST0003001,At Risk,91460.24,2026-04-18,Y
CUST0003002,Regular,62938.97,2026-05-22,Y
CUST0003003,At Risk,58263.44,2026-04-08,N
CUST0003004,Occasional,33337.83,2026-06-17,N
CUST0003005,Occasional,21147.59,2026-05-30,N
CUST0003006,High Value,12320.15,2026-01-25,Y
CUST0003007,Regular,6462.27,2026-03-20,N
CUST0003008,High Value,87311.9,2026-06-15,Y
CUST0003009,At Risk,81426.32,2026-01-28,Y
CUST0003010,Regular,29234.0,2026-07-25,Y
CUST0003011,Regular,40916.6,2026-06-20,N
CUST0003012,Regular,41075.69,2026-02-05,Y
CUST0003013,At Risk,24190.89,2026-04-19,Y
CUST0003014,Occasional,26000.57,2026-06-01,N
CUST0003015,Regular,9045.12,2026-04-23,Y
CUST0003016,Occasional,15991.8,2026-07-19,N
CUST0003017,Regular,86249.56,2026-01-26,N
CUST0003018,At Risk,2351.17,2026-04-30,Y
CUST0003019,High Value,81447.95,2026-01-21,Y
